city,mc,product_desc,date,net_sales,tot_qty,discount,mop,footfall
city2,ABCD,Prod24,03-11-2018,2562.44,47,163.56,58,4815
city3,ABCD,Prod4,25-01-2018,1900.32,37,127.68,54.8108,10307
city1,ABCD,Prod34,22-05-2018,423,5,27,90,1258
city1,ABCD,Prod55,15-02-2019,305.5,5,19.5,65,1068
city3,ABCD,Prod47,20-06-2018,3360,8,480,480,9312
city3,ABCD,Prod51,22-02-2019,114,2,16,65,5940
city3,ABCD,Prod7,30-07-2018,70,1,0,70,5804
city1,ABCD,Prod12,05-06-2018,169.2,2,10.8,90,1460
city2,ABCD,Prod30,10-06-2018,1080,8,0,135,6353
city2,ABCD,Prod28,02-10-2018,197,1,25,222,4966
city1,ABCD,Prod56,26-01-2019,239,5,0,47.8,2619
city2,ABCD,Prod67,23-05-2018,10017.92,17,1932.08,702.9411,5803
city2,ABCD,Prod68,25-07-2018,11207.06,19,2232.94,707.3684,5686
city1,ABCD,Prod2,09-12-2018,2270.1,23,144.9,105,1713
city1,ABCD,Prod14,25-12-2018,1314,3,303,539,1290
city2,ABCD,Prod55,22-12-2018,427.7,7,27.3,65,4521
city3,ABCD,Prod51,18-05-2018,770,14,140,65,6449
city2,ABCD,Prod69,01-10-2018,998,1,101,1099,6708
city2,ABCD,Prod51,02-04-2018,50,1,10,60,4002
city1,ABCD,Prod37,06-03-2019,40,1,0,40,1617
city1,ABCD,Prod7,05-06-2018,70,1,0,70,1460
city1,ABCD,Prod45,20-03-2018,578.1,1,36.9,615,1399
city1,ABCD,Prod23,12-10-2018,615,1,75,690,1290
city2,ABCD,Prod54,21-09-2018,1184.4,7,75.6,180,3722
city3,ABCD,Prod65,12-08-2018,1533,7,0,219,14347
city3,ABCD,Prod32,25-01-2019,4930,34,1190,180,12904
city1,ABCD,Prod68,09-03-2019,3095,5,530,725,1698
city3,ABCD,Prod40,02-12-2018,217.52,2,4.48,111,9966
city1,ABCD,Prod22,14-10-2018,663.17,1,135.83,799,1865
city3,ABCD,Prod16,24-03-2018,1688.5,7,131.5,260,6690
city1,ABCD,Prod3,24-03-2018,3303.89,4,488.11,948,1691
city1,ABCD,Prod56,09-12-2018,48,1,0,48,1713
city1,ABCD,Prod82,25-12-2018,3000,4,360,840,1290
city2,ABCD,Prod28,18-05-2018,192,1,0,192,3938
city1,ABCD,Prod74,25-02-2018,99.64,2,6.36,53,1674
city3,ABCD,Prod61,22-01-2018,332,1,43,375,6549
city3,ABCD,Prod12,17-03-2019,1395.9,13,89.1,114.2307,7234
city3,ABCD,Prod71,27-08-2018,500,2,0,250,4772
city3,ABCD,Prod44,15-11-2018,576,3,60,212,6827
city1,ABCD,Prod3,13-03-2018,763.94,1,184.06,948,1197
city2,ABCD,Prod24,22-12-2018,926.84,17,59.16,58,4521
city3,ABCD,Prod4,18-05-2018,788.66,15,50.34,55.9333,6449
city2,ABCD,Prod29,06-07-2018,220,4,0,55,4556
city2,ABCD,Prod24,24-09-2018,981.36,18,62.64,58,3717
city2,ABCD,Prod51,16-04-2018,205,4,40,61.25,3689
city3,ABCD,Prod36,03-11-2018,5598.62,7,1190.38,969.8571,7387
city3,ABCD,Prod69,01-05-2018,7952.17,8,839.83,1099,8013
city2,ABCD,Prod67,01-05-2018,27211.01,47,5888.99,704.2553,6434
city2,ABCD,Prod12,08-01-2018,671.16,7,42.84,102,3334
city3,ABCD,Prod12,03-02-2019,99.64,1,6.36,106,8821
city2,ABCD,Prod53,21-09-2018,47.5,1,0,47.5,3722
city3,ABCD,Prod39,03-11-2018,1416,4,0,354,7387
city2,ABCD,Prod34,03-11-2018,797.12,8,50.88,106,4815
city1,ABCD,Prod41,24-03-2018,468.12,1,29.88,498,1691
city2,ABCD,Prod63,27-04-2018,398.56,2,25.44,212,4432
city2,ABCD,Prod32,03-07-2018,2480,16,400,180,4086
city3,ABCD,Prod51,25-12-2018,973,17,136,65.2352,6603
city2,ABCD,Prod57,18-03-2018,900,5,225,225,5681
city3,ABCD,Prod34,22-03-2018,188,2,12,100,2331
city2,ABCD,Prod56,20-08-2018,106,2,0,53,3211
city3,ABCD,Prod2,22-11-2018,3716.88,36,243.12,110,5817
city3,ABCD,Prod51,11-05-2018,660,12,120,65,6703
city3,ABCD,Prod55,04-02-2019,2138.5,35,136.5,65,5130
city3,ABCD,Prod10,30-07-2018,7140,42,3570,255,5804
city2,ABCD,Prod43,22-12-2018,8085,21,1995,480,4521
city3,ABCD,Prod63,18-05-2018,1594.24,8,101.76,212,6449
city2,ABCD,Prod101,06-07-2018,69,1,0,69,4556
city2,ABCD,Prod14,29-07-2018,14703.78,34,3622.22,539,6119
city3,ABCD,Prod68,12-07-2018,9250,15,1350,706.6666,6475
city1,ABCD,Prod4,25-02-2018,678.6,15,71.4,50,1674
city2,ABCD,Prod42,28-11-2018,99,3,0,33,4871
city1,ABCD,Prod25,13-07-2018,187.06,1,11.94,199,1480
city3,ABCD,Prod40,25-01-2019,224,2,0,112,12904
city1,ABCD,Prod34,05-01-2019,191.76,2,12.24,102,1302
city2,ABCD,Prod16,31-05-2018,253.8,1,16.2,270,5265
city3,ABCD,Prod65,10-04-2018,224.66,1,14.34,239,5463
city3,ABCD,Prod33,15-05-2018,300,4,0,75,6118
city2,ABCD,Prod6,09-10-2018,998,1,101,1099,4946
city3,ABCD,Prod39,10-04-2018,1378.08,4,13.92,348,5463
city1,ABCD,Prod58,19-11-2018,53,1,0,53,1022
city2,ABCD,Prod39,09-11-2018,1080,3,0,360,3673
city3,ABCD,Prod19,22-01-2018,795.47,10,54.53,85,6549
city2,ABCD,Prod55,24-06-2018,390,6,0,65,6489
city3,ABCD,Prod66,07-01-2019,1550,2,50,800,5243
city3,ABCD,Prod38,26-02-2019,125,1,0,125,5035
city3,ABCD,Prod68,22-03-2018,4210.63,7,584.37,685,2331
city1,ABCD,Prod4,06-03-2019,664,11,0,60.3636,1617
city2,ABCD,Prod30,02-04-2018,121.26,1,7.74,129,4002
city3,ABCD,Prod8,27-01-2018,468.12,1,29.88,498,16365
city2,ABCD,Prod3,21-12-2018,2547,3,450,999,3786
city3,ABCD,Prod15,21-12-2018,560,1,560,1120,4500
city1,ABCD,Prod14,23-12-2018,3942,9,909,539,1451
city3,ABCD,Prod56,05-10-2018,583,11,0,53,6278
city1,ABCD,Prod52,09-03-2019,1290,3,60,450,1698
city3,ABCD,Prod30,05-10-2018,540,4,0,135,6278
city3,ABCD,Prod24,31-08-2018,1935.82,36,124.18,57.2222,5953
city3,ABCD,Prod8,04-07-2018,2030.4,4,129.6,540,12963
city3,ABCD,Prod12,24-08-2018,2014,19,0,106,5924
city1,ABCD,Prod17,20-12-2018,3099.18,3,197.82,1099,1171
city2,ABCD,Prod58,08-02-2019,53,1,0,53,3436
city3,ABCD,Prod45,23-06-2018,2364,5,675,607.8,8019
city1,ABCD,Prod9,09-12-2018,53,1,0,53,1713
city1,ABCD,Prod17,25-12-2018,1033.06,1,65.94,1099,1290
city1,ABCD,Prod30,25-02-2018,129,1,0,129,1674
city3,ABCD,Prod50,22-01-2018,1659,4,300,489.75,6549
city2,ABCD,Prod36,18-05-2018,2484,3,360,948,3938
city1,ABCD,Prod43,14-11-2018,385,1,95,480,1558
city1,ABCD,Prod21,13-06-2018,899,1,100,999,1761
city3,ABCD,Prod25,21-10-2018,935.3,5,59.7,199,12589
city3,ABCD,Prod15,15-01-2018,4680,9,4680,1040,5012
city2,ABCD,Prod44,29-09-2018,398.56,2,25.44,212,6192
city3,ABCD,Prod33,13-08-2018,750,10,0,75,12877
city1,ABCD,Prod24,07-09-2018,272.6,5,17.4,58,1237
city2,ABCD,Prod21,27-04-2018,4700,5,295,999,4432
city1,ABCD,Prod5,06-10-2018,538,2,0,269,1813
city3,ABCD,Prod48,15-11-2018,125,1,0,125,6827
city2,ABCD,Prod55,31-01-2018,69.56,1,4.44,74,4724
city3,ABCD,Prod39,02-09-2018,4151.39,12,24.61,348,10691
city2,ABCD,Prod31,01-09-2018,761.4,3,48.6,270,6268
city2,ABCD,Prod65,02-04-2018,224.66,1,14.34,239,4002
city2,ABCD,Prod26,03-02-2019,260,2,0,130,5017
city2,ABCD,Prod41,18-02-2019,526.4,1,33.6,560,3247
city2,ABCD,Prod52,11-03-2018,410,1,0,410,4238
city1,ABCD,Prod81,18-03-2019,110,1,0,110,1035
city3,ABCD,Prod11,08-01-2019,1152,3,90,414,5033
city1,ABCD,Prod31,19-10-2018,761.4,3,48.6,270,1417
city1,ABCD,Prod52,22-05-2018,728,2,122,425,1258
city1,ABCD,Prod68,21-03-2018,8423.3,14,1166.7,685,2228
city3,ABCD,Prod42,02-05-2018,648,17,0,38.1176,10565
city2,ABCD,Prod14,20-11-2018,2968,7,805,539,3432
city2,ABCD,Prod68,07-12-2018,7772.87,13,1457.13,710,3747
city2,ABCD,Prod72,19-04-2018,139.12,1,8.88,148,3986
city2,ABCD,Prod51,21-01-2018,150,3,30,60,4943
city1,ABCD,Prod24,21-01-2018,473.76,9,30.24,56,1190
city1,ABCD,Prod30,20-08-2018,270,2,0,135,1246
city2,ABCD,Prod16,12-09-2018,761.4,3,48.6,270,4619
city2,ABCD,Prod37,27-04-2018,152,4,0,38,4432
city1,ABCD,Prod11,06-10-2018,389,1,25,414,1813
city1,ABCD,Prod16,03-05-2018,507.6,2,32.4,270,1627
city1,ABCD,Prod17,25-01-2019,11886,14,3500,1099,1913
city2,ABCD,Prod1,25-01-2019,1935,3,180,705,8221
city3,ABCD,Prod11,06-09-2018,1197,3,45,414,6541
city2,ABCD,Prod45,10-11-2018,1745.58,3,111.42,619,4160
city2,ABCD,Prod29,14-05-2018,660,12,0,55,4133
city1,ABCD,Prod34,14-10-2018,253.8,3,16.2,90,1865
city3,ABCD,Prod15,24-03-2018,2496.62,5,2703.38,1040,6690
city2,ABCD,Prod30,13-05-2018,761.4,6,48.6,135,6451
city3,ABCD,Prod31,14-01-2018,1414.7,6,90.3,250.8333,8383
city1,ABCD,Prod3,14-01-2018,3188,4,404,898,1215
city1,ABCD,Prod34,01-04-2018,1522.8,18,97.2,90,2265
city1,ABCD,Prod43,15-01-2018,2793,7,455,464,726
city1,ABCD,Prod24,13-07-2018,421.12,8,26.88,56,1480
city3,ABCD,Prod7,25-01-2019,140,2,0,70,12904
city1,ABCD,Prod12,05-04-2018,169.2,2,10.8,90,1285
city2,ABCD,Prod38,29-07-2018,360,3,0,120,6119
city2,ABCD,Prod27,31-01-2018,140,4,0,35,4724
city1,ABCD,Prod31,14-11-2018,253.8,1,16.2,270,1558
city3,ABCD,Prod16,10-06-2018,1255.73,5,94.27,270,9939
city1,ABCD,Prod65,09-09-2018,617.58,3,39.42,219,1992
city2,ABCD,Prod12,04-10-2018,797.12,8,50.88,106,3997
city1,ABCD,Prod70,12-10-2018,98.27,1,13.73,112,1290
city2,ABCD,Prod54,20-08-2018,180,1,0,180,3211
city1,ABCD,Prod67,03-09-2018,1280,2,140,710,1424
city3,ABCD,Prod39,15-11-2018,360,1,0,360,6827
city3,ABCD,Prod7,27-01-2019,560,8,0,70,20977
city2,ABCD,Prod25,03-02-2019,392.92,2,25.08,209,5017
city3,ABCD,Prod14,25-12-2018,26708,62,6161,530.1451,6603
city3,ABCD,Prod10,21-10-2018,8001.02,35,923.98,255,12589
city3,ABCD,Prod42,26-12-2018,322,9,0,35.7777,11121
city3,ABCD,Prod71,15-01-2018,470,2,30,250,5012
city2,ABCD,Prod54,17-10-2018,2527.73,15,172.27,180,5044
city2,ABCD,Prod10,21-09-2018,597,3,168,255,3722
city1,ABCD,Prod44,20-03-2018,184,1,20,204,1399
city3,ABCD,Prod34,01-01-2019,1494.6,15,95.4,106,8373
city2,ABCD,Prod18,18-05-2018,357.2,1,22.8,380,3938
city1,ABCD,Prod68,15-01-2018,3090,6,450,590,726
city3,ABCD,Prod41,02-12-2018,3120.8,6,199.2,553.3333,9966
city1,ABCD,Prod59,25-02-2018,211.5,1,13.5,225,1674
city3,ABCD,Prod65,22-01-2018,430.52,2,27.48,229,6549
city3,ABCD,Prod59,01-05-2018,846,4,54,225,8013
city2,ABCD,Prod56,01-05-2018,153,3,0,51,6434
city2,ABCD,Prod29,22-02-2019,165,3,0,55,3760
city2,ABCD,Prod15,11-08-2018,2160,4,2120,1070,8831
city1,ABCD,Prod18,28-01-2019,376,1,24,400,1047
city3,ABCD,Prod31,23-07-2018,253.8,1,16.2,270,5669
city1,ABCD,Prod35,19-07-2018,56,2,0,28,1396
city1,ABCD,Prod32,01-12-2018,1860,12,300,180,1882
city1,ABCD,Prod3,20-08-2018,1758,2,240,999,1246
city3,ABCD,Prod28,10-01-2018,197,1,25,222,8634
city3,ABCD,Prod19,02-12-2018,1785.6,20,14.4,90,9966
city3,ABCD,Prod71,22-02-2019,662.7,3,42.3,235,5940
city1,ABCD,Prod43,06-02-2018,3053.12,7,194.88,464,755
city3,ABCD,Prod44,12-03-2018,2306.48,13,329.52,202.7692,5346
city1,ABCD,Prod18,25-07-2018,376,1,24,400,2366
city2,ABCD,Prod44,03-03-2019,2989.2,15,190.8,212,5159
city2,ABCD,Prod30,27-03-2018,121.26,1,7.74,129,3338
city1,ABCD,Prod24,27-03-2018,315.84,6,20.16,56,1055
city2,ABCD,Prod79,24-02-2019,297,6,297,99,4950
city1,ABCD,Prod57,24-02-2019,497.94,3,249.06,249,1435
city2,ABCD,Prod38,07-12-2018,250,2,0,125,3747
city2,ABCD,Prod51,07-05-2018,570,11,110,61.8181,5552
city3,ABCD,Prod1,07-12-2018,662.7,1,42.3,705,5609
city1,ABCD,Prod65,03-02-2018,411.72,2,26.28,219,1412
city1,ABCD,Prod4,27-03-2018,235,5,15,50,1055
city2,ABCD,Prod7,24-02-2019,210,3,0,70,4950
city1,ABCD,Prod2,24-02-2019,1313.54,12,92.46,117.1666,1435
city3,ABCD,Prod63,22-03-2018,736,4,80,204,2331
city2,ABCD,Prod17,20-08-2018,1856,2,240,1048,3211
city2,ABCD,Prod17,07-12-2018,2066.12,2,131.88,1099,3747
city2,ABCD,Prod24,07-05-2018,2667.04,51,188.96,56,5552
city3,ABCD,Prod76,07-12-2018,1296,8,0,162,5609
city1,ABCD,Prod47,03-02-2018,450,1,30,480,1412
city1,ABCD,Prod67,20-08-2018,1240,2,180,710,1246
city3,ABCD,Prod31,27-01-2019,526.4,2,33.6,280,20977
city3,ABCD,Prod65,10-09-2018,1441.02,7,91.98,219,6054
city2,ABCD,Prod51,12-09-2018,55,1,10,65,4619
city2,ABCD,Prod39,03-11-2018,360,1,0,360,4815
city3,ABCD,Prod32,17-01-2019,2030,14,490,180,3794
city3,ABCD,Prod68,25-01-2018,184361.97,328,40798.03,686.4634,10307
city1,ABCD,Prod77,21-03-2018,715.63,2,182.37,449,2228
city2,ABCD,Prod24,04-09-2018,163.56,3,10.44,58,3639
city2,ABCD,Prod36,30-01-2018,1644,2,202,923,3129
city1,ABCD,Prod35,10-02-2018,84,3,0,28,1265
city3,ABCD,Prod53,25-03-2018,95,1,0,95,7918
city3,ABCD,Prod63,31-08-2018,1594.24,8,101.76,212,5953
city3,ABCD,Prod47,04-07-2018,1820,4,100,480,12963
city3,ABCD,Prod93,10-06-2018,579,1,0,579,9939
city1,ABCD,Prod67,18-06-2018,1240,2,180,710,1258
city2,ABCD,Prod29,31-01-2018,110,2,0,55,4724
city2,ABCD,Prod79,03-03-2019,742.5,15,742.5,99,5159
city1,ABCD,Prod67,15-01-2018,1830,3,225,685,726
city1,ABCD,Prod4,12-10-2018,261.65,5,3.35,53,1290
city2,ABCD,Prod58,30-01-2018,47.94,1,3.06,51,3129
city1,ABCD,Prod4,10-02-2018,562.26,12,37.74,50,1265
city2,ABCD,Prod63,29-03-2018,736,4,80,204,3196
city1,ABCD,Prod24,29-08-2018,436.16,8,27.84,58,1756
city1,ABCD,Prod7,13-02-2018,70,1,0,70,804
city2,ABCD,Prod4,19-01-2019,825,15,0,55,3806
city2,ABCD,Prod29,18-02-2019,165,3,0,55,3247
city2,ABCD,Prod30,03-02-2019,528,4,0,132,5017
city2,ABCD,Prod55,08-02-2018,481.28,7,30.72,73.1428,3173
city1,ABCD,Prod30,06-10-2018,135,1,0,135,1813
city3,ABCD,Prod56,15-11-2018,424,8,0,53,6827
city1,ABCD,Prod25,13-03-2018,187.06,1,11.94,199,1197
city2,ABCD,Prod68,22-12-2018,4931.26,8,763.74,711.875,4521
city3,ABCD,Prod19,18-05-2018,338.4,4,21.6,90,6449
city3,ABCD,Prod23,15-11-2018,1215,2,150,682.5,6827
city3,ABCD,Prod16,27-01-2019,1316,5,84,280,20977
city3,ABCD,Prod68,15-04-2018,21780,36,2880,685,8827
city2,ABCD,Prod71,21-04-2018,661.3,3,58.7,240,5334
city2,ABCD,Prod12,17-03-2019,597.84,6,38.16,106,4309
city2,ABCD,Prod7,01-09-2018,490,7,0,70,6268
city2,ABCD,Prod67,17-03-2019,13087,23,3588,725,4309
city2,ABCD,Prod35,21-04-2018,125,5,0,25,5334
city2,ABCD,Prod23,31-01-2018,1210,2,170,690,4724
city3,ABCD,Prod2,02-09-2018,6920.88,67,449.12,110,10691
city2,ABCD,Prod2,01-09-2018,1844.45,18,135.55,110,6268
city3,ABCD,Prod7,13-09-2018,140,2,0,70,6940
city3,ABCD,Prod21,03-12-2018,1798,2,200,999,5388
city1,ABCD,Prod43,20-06-2018,4485,10,315,480,1723
city3,ABCD,Prod7,07-01-2019,210,3,0,70,5243
city1,ABCD,Prod36,03-05-2018,2972,4,900,968,1627
city1,ABCD,Prod83,26-01-2019,799,1,100,899,2619
city1,ABCD,Prod19,21-04-2018,84.6,1,5.4,90,1530
city2,ABCD,Prod43,31-01-2019,4898.24,13,1341.76,480,3406
city3,ABCD,Prod60,15-07-2018,484,2,0,242,10024
city3,ABCD,Prod33,31-08-2018,157,2,0,78.5,5953
city3,ABCD,Prod19,04-07-2018,2769.89,31,20.11,90,12963
city1,ABCD,Prod32,20-12-2018,600,4,120,180,1171
city2,ABCD,Prod35,08-02-2019,280,10,0,28,3436
city3,ABCD,Prod7,23-06-2018,280,4,0,70,8019
city1,ABCD,Prod12,15-02-2019,95.88,1,6.12,102,1068
city3,ABCD,Prod39,20-06-2018,1044,3,0,348,9312
city3,ABCD,Prod7,22-02-2019,140,2,0,70,5940
city3,ABCD,Prod58,06-04-2018,294,6,0,49,5736
city1,ABCD,Prod44,19-11-2018,172,1,40,212,1022
city3,ABCD,Prod68,26-02-2019,10250,17,1350,682.3529,5035
city3,ABCD,Prod44,22-03-2018,184,1,20,204,2331
city2,ABCD,Prod48,17-03-2019,250,2,0,125,4309
city2,ABCD,Prod54,31-01-2018,786.09,5,63.91,170,4724
city3,ABCD,Prod11,02-09-2018,798,2,30,414,10691
city2,ABCD,Prod16,21-04-2018,1513.4,6,96.6,268.3333,5334
city2,ABCD,Prod43,01-09-2018,7505,19,1615,480,6268
city2,ABCD,Prod12,12-05-2018,382.58,4,33.42,104,5795
city1,ABCD,Prod72,26-02-2019,144.76,1,9.24,154,948
city2,ABCD,Prod29,01-10-2018,165,3,0,55,6708
city2,ABCD,Prod24,07-10-2018,2010.31,37,135.69,58,6312
city2,ABCD,Prod25,16-08-2018,392.03,2,5.97,199,7081
city1,ABCD,Prod44,13-01-2018,575.28,3,36.72,204,1207
city3,ABCD,Prod26,11-05-2018,130,1,0,130,6703
city3,ABCD,Prod56,04-02-2019,153,3,0,51,5130
city1,ABCD,Prod38,23-12-2018,375,3,0,125,1451
city3,ABCD,Prod75,05-10-2018,1300,2,50,675,6278
city3,ABCD,Prod15,26-02-2019,1160,2,1160,1160,5035
city3,ABCD,Prod12,06-04-2018,1774.72,18,113.28,104.8888,5736
city1,ABCD,Prod44,25-02-2018,575.28,3,36.72,204,1674
city3,ABCD,Prod30,13-09-2018,400.95,3,4.05,135,6940
city3,ABCD,Prod11,03-12-2018,389,1,25,414,5388
city2,ABCD,Prod39,07-10-2018,720,2,0,360,6312
city2,ABCD,Prod71,22-03-2018,705,3,45,250,1488
city1,ABCD,Prod54,14-10-2018,1015.2,6,64.8,180,1865
city3,ABCD,Prod2,24-03-2018,1054.64,10,77.36,113.2,6690
city2,ABCD,Prod26,31-05-2018,130,1,0,130,5265
city3,ABCD,Prod56,10-04-2018,306,6,0,51,5463
city1,ABCD,Prod1,19-11-2018,605,1,100,705,1022
city2,ABCD,Prod3,09-11-2018,1796,2,202,999,3673
city2,ABCD,Prod72,08-09-2018,144.76,1,9.24,154,4618
city2,ABCD,Prod2,07-12-2018,1137.4,11,72.6,110,3747
city3,ABCD,Prod69,07-12-2018,5994,6,600,1099,5609
city1,ABCD,Prod24,03-02-2018,842.24,16,53.76,56,1412
city3,ABCD,Prod24,20-02-2019,381.64,7,24.36,58,7336
city3,ABCD,Prod18,04-08-2018,3760,10,240,400,8122
city1,ABCD,Prod34,21-03-2018,330.18,4,29.82,90,2228
city2,ABCD,Prod75,02-10-2018,1300,2,50,675,4966
city1,ABCD,Prod6,15-02-2019,1998,2,200,1099,1068
city3,ABCD,Prod48,20-06-2018,125,1,0,125,9312
city2,ABCD,Prod72,11-10-2018,289.52,2,18.48,154,3811
city1,ABCD,Prod63,11-10-2018,797.12,4,50.88,212,1269
city2,ABCD,Prod44,22-02-2019,398.56,2,25.44,212,3760
city2,ABCD,Prod21,11-08-2018,1878.12,2,119.88,999,8831
city1,ABCD,Prod65,28-01-2019,205.86,1,13.14,219,1047
city3,ABCD,Prod12,23-07-2018,697.48,7,44.52,106,5669
city1,ABCD,Prod63,01-12-2018,334.34,2,89.66,212,1882
city3,ABCD,Prod4,11-05-2018,890.18,17,56.82,55.7058,6703
city3,ABCD,Prod71,04-02-2019,220.9,1,14.1,235,5130
city1,ABCD,Prod10,23-12-2018,1145,5,130,255,1451
city3,ABCD,Prod58,05-10-2018,318,6,0,53,6278
city2,ABCD,Prod30,17-10-2018,135,1,0,135,5044
city3,ABCD,Prod40,05-10-2018,224,2,0,112,6278
city1,ABCD,Prod50,20-03-2018,753.5,2,244.5,499,1399
city2,ABCD,Prod72,07-12-2018,289.52,2,18.48,154,3747
city2,ABCD,Prod18,07-05-2018,2847.58,8,237.42,385.625,5552
city3,ABCD,Prod35,07-12-2018,56,2,0,28,5609
city1,ABCD,Prod10,19-05-2018,170,1,85,255,1752
city1,ABCD,Prod15,09-03-2019,560,1,560,1120,1698
city3,ABCD,Prod32,12-08-2018,22620.24,146,3659.76,180,14347
city3,ABCD,Prod76,25-01-2019,5994,37,0,162,12904
city2,ABCD,Prod10,17-10-2018,442.15,2,67.85,255,5044
city2,ABCD,Prod68,18-05-2018,6250,10,800,705,3938
city1,ABCD,Prod34,25-02-2018,253.8,3,16.2,90,1674
city3,ABCD,Prod14,22-01-2018,46956.97,125,18980.03,527.496,6549
city3,ABCD,Prod6,17-03-2019,12457,13,2340,1138.2307,7234
city1,ABCD,Prod44,03-09-2018,199.28,1,12.72,212,1424
city3,ABCD,Prod58,15-11-2018,159,3,0,53,6827
city2,ABCD,Prod7,30-01-2018,70,1,0,70,3129
city1,ABCD,Prod77,10-02-2018,739.04,2,158.96,449,1265
city3,ABCD,Prod19,12-03-2018,587.5,7,37.5,89.2857,5346
city1,ABCD,Prod24,25-07-2018,421.12,8,26.88,56,2366
city2,ABCD,Prod45,11-08-2018,910,2,320,615,8831
city1,ABCD,Prod35,06-02-2018,84,3,0,28,755
city2,ABCD,Prod6,06-03-2018,7287.98,8,864.02,1019,3521
city3,ABCD,Prod58,22-01-2019,367,7,0,52.4285,9019
city2,ABCD,Prod63,23-07-2018,597.84,3,38.16,212,3572
city1,ABCD,Prod54,05-06-2018,1861.2,11,118.8,180,1460
city2,ABCD,Prod53,10-06-2018,95,1,0,95,6353
city3,ABCD,Prod55,01-05-2018,4185.81,69,299.19,65,8013
city2,ABCD,Prod34,01-05-2018,671.16,7,42.84,102,6434
city2,ABCD,Prod57,22-02-2019,663.92,4,332.08,249,3760
city2,ABCD,Prod55,11-08-2018,975,15,0,65,8831
city1,ABCD,Prod59,28-01-2019,211.5,1,13.5,225,1047
city3,ABCD,Prod19,23-07-2018,810,9,0,90,5669
city3,ABCD,Prod44,22-02-2019,398.56,2,25.44,212,5940
city1,ABCD,Prod80,06-02-2018,846,2,54,450,755
city3,ABCD,Prod34,12-03-2018,372.24,4,23.76,99,5346
city1,ABCD,Prod10,25-07-2018,1848.9,11,956.1,255,2366
city2,ABCD,Prod57,02-06-2018,364,2,110,237,5660
city1,ABCD,Prod67,03-02-2019,2540,4,360,725,1475
city2,ABCD,Prod68,20-08-2018,3100,5,450,710,3211
city1,ABCD,Prod23,19-11-2018,615,1,75,690,1022
city3,ABCD,Prod27,27-01-2019,70,2,0,35,20977
city1,ABCD,Prod35,03-09-2018,28,1,0,28,1424
city2,ABCD,Prod39,16-06-2018,360,1,0,360,4808
city3,ABCD,Prod12,02-05-2018,2989.2,30,190.8,106,10565
city2,ABCD,Prod53,30-10-2018,95,1,0,95,4055
city1,ABCD,Prod2,25-10-2018,1282.05,13,82.95,105,2108
city1,ABCD,Prod59,05-04-2018,211.5,1,13.5,225,1285
city2,ABCD,Prod56,29-07-2018,371,7,0,53,6119
city2,ABCD,Prod19,31-01-2018,1104.98,14,85.02,85,4724
city3,ABCD,Prod71,04-12-2018,705,3,45,250,5703
city3,ABCD,Prod56,05-04-2018,494.71,10,3.29,49.8,5889
city2,ABCD,Prod43,27-04-2018,8423.57,21,1592.43,476.9523,4432
city1,ABCD,Prod24,06-10-2018,327.12,6,20.88,58,1813
city3,ABCD,Prod54,15-11-2018,1861.2,11,118.8,180,6827
city3,ABCD,Prod6,05-08-2018,6853,7,840,1099,11122
city2,ABCD,Prod7,04-01-2019,210,3,0,70,3787
city3,ABCD,Prod36,24-02-2019,10777,13,2210,999,8398
city2,ABCD,Prod56,26-06-2018,210,4,0,52.5,4101
city1,ABCD,Prod24,15-02-2019,381.64,7,24.36,58,1068
city3,ABCD,Prod67,20-06-2018,20209.1,33,3095.9,706.2121,9312
city2,ABCD,Prod59,11-10-2018,211.5,1,13.5,225,3811
city1,ABCD,Prod54,11-10-2018,1184.4,7,75.6,180,1269
city1,ABCD,Prod32,22-05-2018,290,2,70,180,1258
city3,ABCD,Prod3,22-02-2019,1798,2,200,999,5940
city1,ABCD,Prod77,03-05-2018,422.06,1,26.94,449,1627
city1,ABCD,Prod6,26-01-2019,8574.09,10,3015.91,1159,2619
city2,ABCD,Prod18,02-10-2018,2241.13,6,158.87,400,4966
city1,ABCD,Prod6,09-09-2018,1014,1,85,1099,1992
city2,ABCD,Prod2,19-10-2018,1861.2,18,118.8,110,4342
city3,ABCD,Prod50,25-03-2018,1207.02,3,280.98,496,7918
city3,ABCD,Prod14,31-08-2018,9177,19,1064,539,5953
city3,ABCD,Prod14,04-07-2018,54858.52,125,12516.48,539,12963
city3,ABCD,Prod55,13-04-2018,2633.15,43,161.85,65,5768
city2,ABCD,Prod50,17-03-2019,760,2,200,480,4309
city2,ABCD,Prod59,06-12-2018,846,4,54,225,3601
city2,ABCD,Prod34,21-04-2018,453.87,5,56.13,102,5334
city1,ABCD,Prod36,15-02-2019,1658,2,340,999,1068
city3,ABCD,Prod21,20-06-2018,2697,3,300,999,9312
city2,ABCD,Prod60,11-10-2018,210,1,25,235,3811
city1,ABCD,Prod25,11-10-2018,149,1,50,199,1269
city1,ABCD,Prod43,22-05-2018,369,1,95,464,1258
city3,ABCD,Prod6,22-02-2019,1998,2,200,1099,5940
city2,ABCD,Prod25,10-06-2018,187.06,1,11.94,199,6353
city3,ABCD,Prod76,11-05-2018,810,5,0,162,6703
city2,ABCD,Prod24,05-04-2018,789.6,15,50.4,56,3894
city3,ABCD,Prod11,13-09-2018,399,1,15,414,6940
